"Dataset File","Collected","Variable","Label","Description"
"Adjudicated Outcomes","Main, Ext1, Ext2","DEATH","Death","Did the participant die during a consented study phase?"
"Adjudicated Outcomes","Main, Ext1, Ext2","DEATHCAUSE","Cause of Death",""
"Adjudicated Outcomes","Main, Ext1, Ext2","DEATHDY","Days enrollment to Death","Days enrollment to Death"
"Adjudicated Outcomes","Main, Ext1, Ext2","DEATHSRC","Death ascertainment source",""
"Adjudicated Outcomes","Main, Ext1, Ext2","DEATHCAUSESRC","Cause of Death ascertainment source",""
"Adjudicated Outcomes","Main, Ext1, Ext2","HYST","Hysterectomy",""
"Adjudicated Outcomes","Main, Ext1, Ext2","HYSTDY","Days enrollment to Hysterectomy","Days enrollment to Hysterectomy"
"Adjudicated Outcomes","Main, Ext1, Ext2","HYSTSRC","Hysterectomy ascertainment source",""
"Adjudicated Outcomes","Main, Ext1, Ext2","ENDWHIDY","Days enrollment to end of WHI core study followup",""
"Adjudicated Outcomes","Main, Ext1, Ext2","ENDEXT1DY","Days enrollment to end of Ext1 followup",""
"Adjudicated Outcomes","Main, Ext1, Ext2","ENDFOLLOWDY","Days enrollment to end of followup",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ID","WHI Participant Common ID",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANGINA","Angina",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANGINADY","Days enrollment to Angina","Days from enrollment to first Angina"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANGINASRC","Angina ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CABG","CABG","Coronary Artery Bypass Graft (CABG)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CABGDY","Days enrollment to CABG","Days from enrollment to first CABG"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CABGSRC","CABG ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CAROTID","Carotid Artery Disease",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CAROTIDDY","Days enrollment to Carotid Artery Disease","Days from enrollment to first Carotid Artery Disease"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CAROTIDSRC","Carotid Artery Disease ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHD","CHD","Coronary Heart Disease (CHD)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHDDY","Days enrollment to CHD","Days from enrollment to first CHD"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHDSRC","CHD ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHF","CHF","Congestive Heart Failure (CHF)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHFDY","Days enrollment to CHF","Days from enrollment to first CHF"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CHFSRC","CHF ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MI","Clinical MI",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MIDY","Days enrollment to Clinical MI","Days from enrollment to first Clinical MI"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MISRC","Clinical MI ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CREVASC","Coronary Revascularization","Coronary revascularization procedure (CABG or PTCA)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CREVASCDY","Days enrollment to Coronary Revascularization","Days from enrollment to first Coronary Revascularization"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CREVASCSRC","Coronary Revascularization ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DSMI","Definite Silent MI",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DSMIDY","Days enrollment to Definite Silent MI","Days from enrollment to first Definite Silent MI"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DSMISRC","Definite Silent MI ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DVT","DVT","Deep Vein Thrombosis (DVT)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DVTDY","Days enrollment to DVT","Days from enrollment to first DVT"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","DVTSRC","DVT ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKHEMO","Hemorrhagic Stroke",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKHEMODY","Days enrollment to Hemorrhagic Stroke","Days from enrollment to first Hemorrhagic Stroke"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKHEMOSRC","Hemorrhagic Stroke ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKISCH","Ischemic Stroke",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKISCHDY","Days enrollment to Ischemic Stroke","Days from enrollment to first Ischemic Stroke"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STRKISCHSRC","Ischemic Stroke ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PERIPH","PAD","Peripheral Arterial Disease (PAD)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PERIPHDY","Days enrollment to PAD","Days from enrollment to first PAD"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PERIPHSRC","PAD ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PE","PE","Pulmonary Embolism (PE)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PEDY","Days enrollment to PE","Days from enrollment to first PE"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PESRC","PE ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PSMI","Possible Silent MI",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PSMIDY","Days enrollment to Possible Silent MI","Days from enrollment to first Possible Silent MI"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PSMISRC","Possible Silent MI ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PTCA","PTCA","Percutaneous Transluminal Coronary Angioplasty (PTCA)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PTCADY","Days enrollment to PTCA","Days from enrollment to first PTCA"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","PTCASRC","PTCA ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STROKE","Stroke",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STROKEDY","Days enrollment to Stroke","Days from enrollment to first Stroke"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","STROKESRC","Stroke ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","TIA","TIA","Transient Ischemic Attack (TIA)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","TIADY","Days enrollment to TIA","Days from enrollment to first TIA"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","TIASRC","TIA ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MITOTAL","Total MI",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MITOTALDY","Days enrollment to Total MI","Days from enrollment to first Total MI"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MITOTALSRC","Total MI ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANYCANCER","Any Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANYCANCERDY","Days enrollment to Any Cancer","Days from enrollment to first Any Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANYCANCERSRC","Any Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","SINUS","Accessory Sinus Cancer","
"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","SINUSDY","Days enrollment to Accessory Sinus Cancer","Days from enrollment to first Accessory Sinus Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","SINUSSRC","Accessory Sinus Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ADRENAL","Adrenal Gland Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ADRENALDY","Days enrollment to Adrenal Gland Cancer","Days from enrollment to first Adrenal Gland Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ADRENALSRC","Adrenal Gland Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANAL","Anus Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANALDY","Days enrollment to Anus Cancer","Days from enrollment to first Anus Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ANALSRC","Anus Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","APPENDIX","Appendix Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","APPENDIXDY","Days enrollment to Appendix Cancer","Days from enrollment to first Appendix Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","APPENDIXSRC","Appendix Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BASETONGUE","Base Of Tongue Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BASETONGUEDY","Days enrollment to Base Of Tongue Cancer","Days from enrollment to first Base Of Tongue Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BASETONGUESRC","Base Of Tongue Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BILIARY","Biliary Tract Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BILIARYDY","Days enrollment to Biliary Tract Cancer","Days from enrollment to first Biliary Tract Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BILIARYSRC","Biliary Tract Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BLADDER","Bladder Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BLADDERDY","Days enrollment to Bladder Cancer","Days from enrollment to first Bladder Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BLADDERSRC","Bladder Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONELIMB","Bone-Limb Cancer","Cancer of the bones, joints or cartilage of limbs (long bones)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONELIMBDY","Days enrollment to Bone-Limb Cancer","Days from enrollment to first Bone-Limb Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONELIMBSRC","Bone-Limb Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONENON","Bone-Non Limb Cancer","Cancer of the bones, joints or cartilage of non-limbs (face, head, torso, spine)."
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONENONDY","Days enrollment to Bone-Non Limb Cancer","Days from enrollment to first Bone-Non Limb Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BONENONSRC","Bone-Non Limb Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BRAIN","Brain Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BRAINDY","Days enrollment to Brain Cancer","Days from enrollment to first Brain Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BRAINSRC","Brain Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREAST","Breast Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTDY","Days enrollment to Breast Cancer","Days from enrollment to first Breast Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTSRC","Breast Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINV","Breast Cancer Invasive",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINVDY","Days enrollment to Breast Cancer Invasive","Days from enrollment to first Breast Cancer Invasive"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINVSRC","Breast Cancer Invasive ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINSITU","Breast Cancer In Situ",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINSITUDY","Days enrollment to Breast Cancer In Situ","Days from enrollment to first Breast Cancer In Situ"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","BREASTINSITUSRC","Breast Cancer In Situ ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CNSCA","Central Nervous System Cancer","Cancer of central nervous system (not brain)"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CNSCADY","Days enrollment to Central Nervous System Cancer","Days from enrollment to first Central Nervous System Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CNSCASRC","Central Nervous System Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CERVICAL","Cervix Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CERVICALDY","Days enrollment to Cervix Cancer","Days from enrollment to first Cervix Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CERVICALSRC","Cervix Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLON","Colon Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLONDY","Days enrollment to Colon Cancer","Days from enrollment to first Colon Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLONSRC","Colon Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLORECTAL","Colorectal Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLORECTALDY","Days enrollment to Colorectal Cancer","Days from enrollment to first Colorectal Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","COLORECTALSRC","Colorectal Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CONNECTIVE","Connective Tissue Cancer","Cancer of connective, subcutaneous and soft tissues"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CONNECTIVEDY","Days enrollment to Connective Tissue Cancer","Days from enrollment to first Connective Tissue Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","CONNECTIVESRC","Connective Tissue Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDOCRINE","Endocrine Glands Cancer","Cancer of endocrine glands and related structures"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDOCRINEDY","Days enrollment to Endocrine Glands Cancer","Days from enrollment to first Endocrine Glands Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDOCRINESRC","Endocrine Glands Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDMTRL","Endometrial Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDMTRLDY","Days enrollment to Endometrial Cancer","Days from enrollment to first Endometrial Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ENDMTRLSRC","Endometrial Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ESOPHAGUS","Esophagus Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ESOPHAGUSDY","Days enrollment to Esophagus Cancer","Days from enrollment to first Esophagus Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","ESOPHAGUSSRC","Esophagus Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","EYE","Eye and Adnexa Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","EYEDY","Days enrollment to Eye and Adnexa Cancer","Days from enrollment to first Eye and Adnexa Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","EYESRC","Eye and Adnexa Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GALLBLDR","Gallbladder Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GALLBLDRDY","Days enrollment to Gallbladder Cancer","Days from enrollment to first Gallbladder Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GALLBLDRSRC","Gallbladder Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GENITAL","Genital Organs Cancer","Cancer of genital organs, other or unspecified"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GENITALDY","Days enrollment to Genital Organs Cancer","Days from enrollment to first Genital Organs Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GENITALSRC","Genital Organs Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GUM","Gum Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GUMDY","Days enrollment to Gum Cancer","Days from enrollment to first Gum Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","GUMSRC","Gum Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HEART","Heart Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HEARTDY","Days enrollment to Heart Cancer","Days from enrollment to first Heart Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HEARTSRC","Heart Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HYPOPHAR","Hypopharynx Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HYPOPHARDY","Days enrollment to Hypopharynx Cancer","Days from enrollment to first Hypopharynx Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HYPOPHARSRC","Hypopharynx Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","KIDNEY","Kidney Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","KIDNEYDY","Days enrollment to Kidney Cancer","Days from enrollment to first Kidney Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","KIDNEYSRC","Kidney Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LARYNX","Larynx Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LARYNXDY","Days enrollment to Larynx Cancer","Days from enrollment to first Larynx Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LARYNXSRC","Larynx Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LEUKEMIA","Leukemia Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LEUKEMIADY","Days enrollment to Leukemia Cancer","Days from enrollment to first Leukemia Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LEUKEMIASRC","Leukemia Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LIVER","Liver Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LIVERDY","Days enrollment to Liver Cancer","Days from enrollment to first Liver Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LIVERSRC","Liver Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LUNG","Lung Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LUNGDY","Days enrollment to Lung Cancer","Days from enrollment to first Lung Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LUNGSRC","Lung Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPH","Lymph Node Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPHDY","Days enrollment to Lymph Node Cancer","Days from enrollment to first Lymph Node Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPHSRC","Lymph Node Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HODGKINS","Lymphoma Hodgkins",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HODGKINSDY","Days enrollment to Lymphoma Hodgkins","Days from enrollment to first Lymphoma Hodgkins"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","HODGKINSSRC","Lymphoma Hodgkins ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPHOMA","Lymphoma Non Hodgkins",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPHOMADY","Days enrollment to Lymphoma Non Hodgkins","Days from enrollment to first Lymphoma Non Hodgkins"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","LYMPHOMASRC","Lymphoma Non Hodgkins ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MELANOMA","Melanoma of the Skin",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MELANOMADY","Days enrollment to Melanoma of the Skin","Days from enrollment to first Melanoma of the Skin"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MELANOMASRC","Melanoma of the Skin ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MENINGES","Meninges Cancer",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MENINGESDY","Days enrollment to Meninges Cancer","Days enrollment to Meninges Cancer"
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MENINGESSRC","Meninges Cancer ascertainment source",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MMYELOMA","Multiple Myeloma",""
"Adjudicated Outcomes, CaD ppts","Main, Ext1","MMYELOMADY","Days enrollment to Multiple Myeloma","Days from enrollment to first Multiple Myeloma"
